Station_Id_C Year Mon Day Hour PRS PRS_Sea PRS_Max PRS_Min WIN_S_Max WIN_S_Inst_Max WIN_D_INST_Max WIN_D_Avg_2mi WIN_S_Avg_2mi WIN_D_S_Max TEM TEM_Max TEM_Min RHU RHU_Min PRE_3h
54526 2025 10 9 6 1022.4000 1022.7000 1022.8000 1022.4000 3.6000 10.3000 58 54 2.7000 52 8.8000 8.9000 8.7000 92 92 7.6000 
54526 2025 10 9 9 1022.4000 1022.7000 1022.4000 1021.9000 3.5000 7.8000 51 52 2.9000 43 8.7000 8.7000 8.5000 90 90 4.5000 
54526 2025 10 9 12 1022.9000 1023.2000 1022.9000 1022.2000 3.1000 6.2000 45 41 2.7000 47 8.5000 8.7000 8.5000 93 92 6.4000 
54526 2025 10 9 15 1022.3000 1022.6000 1022.9000 1022.3000 2.6000 4.7000 52 23 1.6000 61 8.5000 8.5000 8.5000 91 89 3.8000 
54526 2025 10 9 18 1022.6000 1022.9000 1022.8000 1022.5000 2.8000 5.0000 348 350 2.1000 343 8.9000 8.9000 8.6000 94 93 4.8000 
54526 2025 10 9 21 1021.4000 1021.7000 1021.8000 1021.3000 1.5000 3.1000 55 58 0.8000 54 8.6000 8.6000 8.6000 92 92 6.8000 
54527 2025 10 5 0 1016.3000 1016.7000 1016.4000 1016.2000 1.9000 2.5000 222 213 1.0000 162 18.8000 18.9000 18.7000 91 88 0.0000 
54527 2025 10 5 3 1017.0000 1017.4000 1017.4000 1016.9000 1.1000 1.5000 309 312 0.4000 334 20.0000 20.0000 19.7000 87 85 0.0000 
54527 2025 10 5 6 1016.2000 1016.6000 1016.2000 1016.0000 5.4000 7.4000 96 76 1.9000 90 17.1000 17.8000 17.1000 94 92 3.0000 
54527 2025 10 5 9 1016.3000 1016.7000 1016.3000 1015.6000 3.7000 6.0000 96 105 2.3000 90 16.5000 16.7000 16.5000 90 89 1.4000 
54527 2025 10 5 12 1017.4000 1017.8000 1017.6000 1017.2000 5.3000 9.3000 87 82 4.9000 82 15.1000 15.6000 15.1000 88 86 4.4000 
54527 2025 10 5 15 1018.8000 1019.2000 1019.2000 1018.7000 2.7000 4.3000 42 49 1.9000 34 14.0000 14.6000 14.0000 92 88 4.5000 
54527 2025 10 5 18 1019.4000 1019.8000 1019.4000 1018.4000 3.2000 5.8000 42 19 1.9000 51 12.4000 13.0000 12.4000 86 84 4.0000 
54527 2025 10 5 21 1018.8000 1019.2000 1019.1000 1018.8000 3.1000 5.4000 48 67 2.5000 40 11.6000 11.8000 11.6000 85 84 4.7000 
54527 2025 10 6 0 1020.1000 1020.5000 1020.1000 1019.3000 2.0000 3.0000 357 359 2.1000 7 13.2000 13.2000 12.2000 75 74 0.0000 
54527 2025 10 6 3 1020.7000 1021.1000 1021.0000 1020.5000 3.1000 4.9000 17 6 3.3000 6 15.1000 15.1000 14.5000 56 56 0.0000 
54527 2025 10 6 6 1019.3000 1019.7000 1019.7000 1019.3000 2.8000 4.3000 357 35 1.9000 9 17.4000 17.7000 16.8000 45 44 0.0000 
54527 2025 10 6 9 1019.4000 1019.8000 1019.4000 1019.1000 1.3000 2.2000 352 164 0.8000 324 18.9000 19.7000 18.8000 43 39 0.0000 
54527 2025 10 6 12 1020.0000 1020.4000 1020.0000 1019.6000 1.0000 1.2000 203 999017 0.0000 191 12.8000 13.3000 12.8000 92 85 0.0000 
54527 2025 10 6 15 1020.6000 1021.0000 1020.7000 1020.2000 1.0000 1.3000 278 160 0.6000 265 11.8000 12.2000 11.6000 95 93 0.0000 
54527 2025 10 6 18 1020.4000 1020.8000 1020.8000 1019.9000 1.7000 2.8000 250 999017 0.0000 249 13.9000 14.1000 13.2000 80 76 0.0000 
54527 2025 10 6 21 1020.2000 1020.6000 1020.3000 1020.1000 0.7000 0.9000 17 177 0.8000 173 14.1000 14.1000 14.0000 89 81 0.0000 
54527 2025 10 7 0 1020.0000 1020.4000 1020.2000 1019.9000 0.7000 1.0000 186 153 0.8000 173 15.8000 15.8000 13.6000 79 78 0.0000 
54527 2025 10 7 3 1020.1000 1020.5000 1020.2000 1020.1000 2.3000 3.2000 225 193 1.7000 228 20.5000 20.5000 19.5000 52 51 0.0000 
54527 2025 10 7 6 1018.1000 1018.5000 1018.9000 1018.1000 1.9000 3.0000 264 313 1.3000 240 22.6000 22.8000 21.7000 46 46 0.0000 
54527 2025 10 7 9 1018.6000 1019.0000 1018.7000 1018.4000 1.4000 2.2000 270 224 1.2000 278 21.3000 22.1000 21.3000 63 53 0.0000 
54527 2025 10 7 12 1019.5000 1019.9000 1019.5000 1019.2000 0.9000 1.0000 264 350 0.8000 268 16.3000 17.8000 16.3000 87 84 0.0000 
54527 2025 10 7 15 1020.1000 1020.5000 1020.2000 1019.8000 1.4000 1.7000 245 250 1.0000 238 15.2000 16.0000 15.2000 94 94 0.0000 
54527 2025 10 7 18 1019.6000 1020.0000 1020.1000 1019.4000 0.8000 1.2000 146 132 0.3000 140 16.6000 16.6000 16.4000 95 95 0.0000 
54527 2025 10 7 21 1021.7000 1022.1000 1021.7000 1020.8000 1.3000 2.2000 73 38 1.1000 115 17.4000 17.4000 16.9000 94 93 0.9000 
54527 2025 10 8 0 1023.2000 1023.6000 1023.4000 1023.0000 6.4000 10.1000 82 89 4.6000 87 14.8000 15.0000 14.6000 67 67 1.6000 
54527 2025 10 8 3 1024.0000 1024.4000 1024.3000 1023.9000 7.1000 11.5000 68 87 5.5000 91 14.2000 14.9000 13.7000 52 51 0.0000 
54527 2025 10 8 6 1023.4000 1023.8000 1023.5000 1023.1000 5.1000 9.8000 76 49 4.5000 82 12.4000 13.4000 12.4000 58 49 0.0000 
54527 2025 10 8 9 1023.3000 1023.7000 1023.3000 1022.7000 4.9000 8.2000 20 38 2.6000 36 9.2000 9.7000 9.0000 92 89 4.7000 
54527 2025 10 8 12 1024.3000 1024.7000 1024.3000 1023.7000 5.8000 11.8000 39 44 4.8000 49 8.5000 8.8000 8.4000 93 92 11.3000 
54527 2025 10 8 15 1024.1000 1024.5000 1024.6000 1023.9000 4.6000 10.1000 48 32 4.6000 46 8.3000 8.6000 8.3000 92 91 9.3000 
54527 2025 10 8 18 1023.0000 1023.4000 1023.5000 1023.0000 4.5000 8.0000 37 37 5.4000 26 8.4000 8.4000 8.0000 94 93 8.2000 
54527 2025 10 8 21 1022.6000 1023.0000 1022.9000 1022.5000 4.1000 6.8000 3 18 3.9000 20 8.4000 8.6000 8.4000 95 94 12.0000 
54527 2025 10 9 0 1023.4000 1023.8000 1023.5000 1023.2000 3.9000 7.4000 31 27 2.7000 24 8.8000 8.8000 8.6000 95 94 8.2000 
54527 2025 10 9 3 1023.3000 1023.7000 1023.6000 1023.0000 4.6000 8.1000 68 54 3.4000 56 9.3000 9.3000 9.2000 93 93 3.8000 
54527 2025 10 9 6 1022.1000 1022.5000 1022.7000 1022.1000 4.4000 9.2000 31 26 3.9000 50 8.8000 9.0000 8.8000 93 92 6.3000 
54527 2025 10 9 9 1021.9000 1022.3000 1022.2000 1021.8000 4.0000 8.3000 42 22 3.2000 48 8.8000 8.8000 8.7000 92 91 4.7000 
54527 2025 10 9 12 1022.6000 1023.0000 1022.8000 1022.1000 3.1000 5.5000 42 31 1.9000 40 8.4000 8.5000 8.4000 94 92 8.1000 
54527 2025 10 9 15 1022.3000 1022.7000 1023.0000 1022.3000 2.6000 4.6000 25 30 2.4000 34 8.5000 8.7000 8.5000 93 91 1.1000 
54527 2025 10 9 18 1023.1000 1023.5000 1023.1000 1022.6000 2.9000 4.8000 349 347 3.1000 353 8.6000 8.6000 8.3000 96 94 1.0000 
54527 2025 10 9 21 1021.5000 1021.9000 1021.7000 1021.4000 2.0000 3.9000 79 12 1.0000 45 8.6000 8.6000 8.3000 93 92 0.8000 
54528 2025 10 5 0 1016.0000 1016.4000 1016.0000 1015.7000 1.8000 2.4000 236 252 1.2000 244 19.9000 19.9000 19.6000 90 90 0.0000 
54528 2025 10 5 3 1016.5000 1016.9000 1017.0000 1016.4000 2.1000 4.3000 31 44 3.2000 49 20.3000 20.5000 20.3000 88 86 0.0000 
54528 2025 10 5 6 1016.1000 1016.5000 1016.1000 1015.8000 4.3000 7.0000 93 105 3.4000 87 16.7000 17.7000 16.7000 95 95 4.9000 
54528 2025 10 5 9 1015.9000 1016.3000 1016.0000 1015.3000 3.5000 5.7000 124 107 2.7000 78 16.2000 16.3000 16.2000 94 92 0.4000 
54528 2025 10 5 12 1017.3000 1017.7000 1017.5000 1017.2000 3.7000 6.4000 53 88 4.1000 87 15.0000 15.6000 15.0000 90 90 2.1000 
54528 2025 10 5 15 1018.6000 1019.0000 1019.2000 1018.6000 4.9000 7.0000 53 66 3.5000 60 12.8000 13.3000 12.8000 91 89 5.3000 
54528 2025 10 5 18 1019.0000 1019.4000 1019.0000 1018.4000 3.0000 4.5000 48 44 2.4000 52 12.1000 12.4000 12.1000 92 91 5.5000 
54528 2025 10 5 21 1018.8000 1019.2000 1018.9000 1018.5000 3.2000 4.6000 87 60 1.9000 71 11.6000 11.7000 11.6000 91 89 4.3000 
54528 2025 10 6 0 1019.5000 1019.9000 1019.6000 1018.7000 1.6000 2.7000 37 59 2.0000 21 13.2000 13.2000 12.1000 78 78 0.0000 
54528 2025 10 6 3 1020.4000 1020.8000 1020.5000 1020.2000 3.3000 4.7000 20 24 3.2000 40 15.4000 15.4000 14.8000 60 56 0.0000 
54528 2025 10 6 6 1018.9000 1019.3000 1019.2000 1018.9000 2.9000 3.6000 48 283 0.6000 18 17.8000 17.8000 17.0000 47 44 0.0000 
54528 2025 10 6 9 1018.8000 1019.2000 1018.8000 1018.6000 1.9000 2.8000 42 224 1.6000 14 18.6000 19.6000 18.6000 52 44 0.0000 
54528 2025 10 6 12 1019.6000 1020.0000 1019.6000 1019.1000 1.0000 1.3000 295 296 0.6000 229 14.1000 14.9000 14.1000 87 78 0.0000 
54528 2025 10 6 15 1020.2000 1020.6000 1020.2000 1019.8000 1.2000 1.5000 233 242 0.9000 249 12.7000 13.0000 12.7000 90 88 0.0000 
54528 2025 10 6 18 1019.9000 1020.3000 1020.0000 1019.5000 2.0000 3.1000 264 256 1.0000 258 14.3000 14.7000 14.2000 79 73 0.0000 
54528 2025 10 6 21 1019.8000 1020.2000 1020.0000 1019.7000 1.3000 2.1000 270 280 0.6000 243 14.4000 14.6000 14.4000 85 82 0.0000 
54528 2025 10 7 0 1019.7000 1020.1000 1019.8000 1019.4000 1.0000 1.5000 273 254 0.9000 238 16.4000 16.4000 13.9000 72 72 0.0000 
54528 2025 10 7 3 1019.8000 1020.2000 1019.8000 1019.5000 2.3000 3.3000 222 247 1.8000 222 21.0000 21.1000 19.1000 51 50 0.0000 
54528 2025 10 7 6 1017.7000 1018.1000 1018.6000 1017.7000 2.3000 3.8000 233 209 2.1000 253 23.7000 23.9000 22.1000 47 44 0.0000 
54528 2025 10 7 9 1018.3000 1018.7000 1018.3000 1017.8000 2.1000 3.1000 245 221 1.4000 227 21.3000 22.3000 21.3000 59 53 0.0000 
54528 2025 10 7 12 1019.1000 1019.5000 1019.1000 1018.8000 1.1000 1.2000 228 242 0.9000 236 16.5000 17.4000 16.5000 92 83 0.0000 
54528 2025 10 7 15 1019.6000 1020.0000 1019.6000 1019.4000 1.5000 2.3000 262 269 1.4000 246 16.9000 16.9000 16.2000 90 90 0.0000 
54528 2025 10 7 18 1019.2000 1019.6000 1019.8000 1019.0000 1.0000 1.1000 177 226 0.7000 224 17.0000 17.1000 16.9000 94 92 0.0000 
54528 2025 10 7 21 1021.5000 1021.9000 1021.5000 1020.7000 2.9000 4.2000 70 71 2.2000 70 16.9000 17.6000 16.9000 96 92 1.7000 
54528 2025 10 8 0 1023.4000 1023.8000 1023.6000 1023.2000 4.5000 8.1000 79 86 5.1000 88 13.8000 14.0000 13.8000 64 63 2.3000 
54528 2025 10 8 3 1023.8000 1024.2000 1024.3000 1023.8000 5.5000 9.7000 87 85 4.2000 88 14.4000 14.6000 14.4000 49 47 0.0000 
54528 2025 10 8 6 1023.6000 1024.0000 1023.7000 1023.1000 3.9000 7.7000 115 72 3.1000 86 11.7000 13.8000 11.7000 70 48 0.2000 
54528 2025 10 8 9 1023.3000 1023.7000 1023.3000 1022.7000 5.8000 8.8000 68 42 4.3000 54 9.1000 9.4000 9.1000 95 93 8.3000 
54528 2025 10 8 12 1024.4000 1024.8000 1024.4000 1023.9000 4.9000 6.9000 34 37 4.7000 38 8.7000 9.0000 8.7000 97 96 10.4000 
54528 2025 10 8 15 1024.4000 1024.8000 1024.9000 1024.2000 5.5000 9.7000 68 47 4.4000 58 8.0000 8.2000 8.0000 95 95 12.7000 
54528 2025 10 8 18 1023.2000 1023.6000 1023.7000 1023.2000 4.8000 7.0000 48 53 3.8000 40 8.4000 8.4000 8.2000 97 96 9.4000 
54528 2025 10 8 21 1022.8000 1023.2000 1023.0000 1022.6000 4.4000 6.5000 28 41 4.3000 36 8.1000 8.1000 8.0000 97 97 9.1000 
54528 2025 10 9 0 1023.7000 1024.1000 1023.7000 1023.1000 4.3000 7.2000 42 42 3.1000 43 8.7000 8.7000 8.3000 97 97 8.1000 
54528 2025 10 9 3 1023.5000 1023.9000 1023.8000 1023.2000 5.7000 9.0000 56 52 5.5000 64 8.6000 8.9000 8.6000 96 95 4.0000 
54528 2025 10 9 6 1022.2000 1022.6000 1022.9000 1022.2000 4.5000 7.5000 53 48 4.3000 50 8.4000 8.6000 8.4000 97 96 12.8000 
54528 2025 10 9 9 1022.2000 1022.6000 1022.2000 1021.7000 4.7000 7.1000 48 51 3.5000 51 8.4000 8.5000 8.4000 95 95 5.0000 
54528 2025 10 9 12 1022.4000 1022.8000 1022.5000 1022.2000 4.3000 6.4000 68 58 3.6000 59 8.2000 8.2000 8.1000 97 96 8.8000 
54528 2025 10 9 15 1022.3000 1022.7000 1022.8000 1022.3000 2.8000 3.9000 53 28 2.3000 48 8.2000 8.2000 8.2000 94 94 0.8000 
54528 2025 10 9 18 1022.9000 1023.3000 1022.9000 1022.3000 3.9000 6.1000 360 9 3.3000 11 9.0000 9.0000 8.6000 95 95 2.8000 
54528 2025 10 9 21 1021.4000 1021.8000 1021.4000 1021.0000 2.9000 4.5000 68 34 2.0000 68 8.6000 8.6000 8.4000 94 94 5.7000 
54529 2025 10 5 0 1016.6000 1016.9000 1016.6000 1016.2000 2.4000 3.7000 89 84 1.9000 70 19.4000 19.6000 19.2000 100 100 0.3000 
54529 2025 10 5 3 1017.4000 1017.7000 1017.6000 1017.3000 4.9000 8.5000 68 75 2.5000 66 17.9000 18.9000 17.8000 100 100 0.7000 
54529 2025 10 5 6 1016.2000 1016.5000 1016.5000 1016.0000 4.3000 8.3000 53 58 5.7000 44 17.0000 18.1000 17.0000 95 88 0.1000 
54529 2025 10 5 9 1016.3000 1016.6000 1016.4000 1016.1000 4.6000 7.3000 92 94 4.4000 94 16.1000 16.7000 16.1000 91 89 0.3000 
54529 2025 10 5 12 1018.3000 1018.6000 1018.4000 1017.8000 2.9000 4.4000 65 52 2.1000 68 14.6000 14.7000 14.5000 100 99 2.1000 
54529 2025 10 5 15 1019.1000 1019.4000 1019.2000 1018.1000 3.2000 5.3000 5 23 1.3000 6 13.6000 14.4000 13.6000 93 88 2.6000 
54529 2025 10 5 18 1018.6000 1018.9000 1018.9000 1018.5000 2.9000 5.0000 43 43 2.5000 44 12.4000 12.8000 12.4000 97 93 4.4000 
54529 2025 10 5 21 1018.9000 1019.2000 1019.0000 1018.5000 3.0000 4.9000 19 21 2.4000 22 11.3000 12.2000 11.3000 96 93 4.2000 
54529 2025 10 6 0 1019.4000 1019.7000 1019.4000 1018.9000 2.1000 3.9000 15 352 2.0000 12 12.9000 12.9000 11.9000 77 72 0.1000 
54529 2025 10 6 3 1020.2000 1020.5000 1020.2000 1020.0000 2.5000 4.4000 4 15 2.4000 14 15.0000 15.0000 14.6000 61 59 0.0000 
54529 2025 10 6 6 1019.0000 1019.3000 1019.1000 1018.8000 2.6000 4.4000 359 347 2.2000 354 17.4000 17.7000 17.2000 49 49 0.1000 
54529 2025 10 6 9 1018.8000 1019.1000 1018.9000 1018.6000 1.6000 3.3000 315 299 1.2000 311 18.2000 19.2000 18.2000 60 47 0.0000 
54529 2025 10 6 12 1019.7000 1020.0000 1019.7000 1019.4000 1.2000 1.7000 244 282 1.0000 246 13.9000 15.2000 13.9000 97 78 0.0000 
54529 2025 10 6 15 1020.2000 1020.5000 1020.2000 1019.9000 1.1000 1.4000 243 242 1.1000 243 12.5000 13.1000 12.5000 100 100 0.0000 
54529 2025 10 6 18 1020.0000 1020.3000 1020.0000 1018.9000 1.9000 2.3000 312 301 1.9000 312 12.7000 12.9000 12.7000 100 100 0.0000 
54529 2025 10 6 21 1019.9000 1020.2000 1019.9000 1019.6000 1.5000 2.0000 330 288 1.4000 329 13.9000 13.9000 13.7000 99 98 0.0000 
54529 2025 10 7 0 1019.9000 1020.2000 1020.1000 1019.7000 1.3000 1.6000 235 290 1.2000 242 15.7000 15.7000 13.8000 88 88 0.0000 
54529 2025 10 7 3 1019.6000 1019.9000 1019.9000 1019.4000 2.5000 4.1000 304 290 1.0000 275 20.6000 20.7000 19.9000 51 49 0.0000 
54529 2025 10 7 6 1017.8000 1018.1000 1018.7000 1017.8000 3.0000 4.8000 275 231 2.5000 238 22.1000 22.4000 21.8000 52 50 0.0000 
54529 2025 10 7 9 1018.4000 1018.7000 1018.4000 1017.8000 2.3000 3.4000 245 241 1.8000 242 20.9000 22.0000 20.9000 60 51 0.0000 
54529 2025 10 7 12 1019.2000 1019.5000 1019.2000 1018.9000 1.5000 1.9000 286 279 1.4000 284 16.8000 17.9000 16.7000 94 86 0.0000 
54529 2025 10 7 15 1019.8000 1020.1000 1019.8000 1019.2000 1.0000 1.3000 192 187 1.2000 172 15.8000 15.8000 15.3000 100 96 0.0000 
54529 2025 10 7 18 1019.7000 1020.0000 1020.1000 1019.7000 1.4000 2.6000 94 91 1.9000 86 16.1000 16.2000 15.8000 100 99 0.0000 
54529 2025 10 7 21 1022.3000 1022.6000 1022.5000 1021.7000 5.9000 9.9000 117 96 5.0000 120 16.9000 18.3000 16.8000 45 42 0.0000 
54529 2025 10 8 0 1024.2000 1024.5000 1024.3000 1023.7000 4.3000 7.8000 84 82 3.7000 74 12.6000 13.1000 12.6000 64 61 1.3000 
54529 2025 10 8 3 1024.3000 1024.6000 1024.9000 1024.3000 5.3000 8.7000 71 73 5.0000 76 14.1000 14.2000 13.5000 44 43 0.1000 
54529 2025 10 8 6 1023.3000 1023.6000 1023.7000 1023.1000 4.1000 8.7000 39 44 5.5000 58 13.5000 14.5000 13.4000 50 44 0.0000 
54529 2025 10 8 9 1023.7000 1024.0000 1023.9000 1023.4000 4.5000 7.0000 27 14 2.4000 27 9.9000 9.9000 9.8000 96 89 1.4000 
54529 2025 10 8 12 1024.7000 1025.0000 1024.8000 1023.4000 3.6000 6.2000 34 49 2.7000 29 8.7000 9.0000 8.7000 100 97 3.1000 
54529 2025 10 8 15 1024.2000 1024.5000 1025.1000 1024.2000 4.2000 6.6000 14 41 3.6000 30 8.5000 8.5000 8.4000 100 100 6.5000 
54529 2025 10 8 18 1023.6000 1023.9000 1024.1000 1023.6000 4.8000 8.1000 42 32 3.6000 42 8.2000 8.2000 8.1000 100 100 4.4000 
54529 2025 10 8 21 1023.1000 1023.4000 1023.1000 1022.6000 4.1000 6.7000 27 32 3.1000 26 8.0000 8.0000 7.9000 100 100 10.4000 
54529 2025 10 9 0 1024.2000 1024.5000 1024.2000 1023.8000 4.9000 8.0000 56 45 5.4000 49 8.3000 8.5000 8.3000 100 100 10.3000 
54529 2025 10 9 3 1023.7000 1024.0000 1024.2000 1023.7000 6.5000 10.2000 56 57 5.6000 56 8.2000 8.3000 8.1000 100 100 5.5000 
54529 2025 10 9 6 1022.7000 1023.0000 1023.1000 1022.7000 5.7000 8.8000 46 34 5.0000 46 8.1000 8.3000 7.8000 100 100 9.5000 
54529 2025 10 9 9 1022.3000 1022.6000 1022.6000 1021.8000 4.0000 6.5000 37 50 3.3000 36 8.3000 8.3000 8.2000 100 100 6.7000 
54529 2025 10 9 12 1022.5000 1022.8000 1023.1000 1022.4000 3.6000 5.9000 54 54 3.7000 46 7.8000 8.1000 0.0000 100 100 7.8000 
54529 2025 10 9 15 1022.3000 1022.6000 1022.6000 1022.3000 1.7000 2.4000 14 336 1.7000 324 8.3000 8.3000 8.0000 100 100 1.6000 
54529 2025 10 9 18 1022.6000 1022.9000 1022.7000 1022.2000 3.0000 4.6000 338 329 2.6000 334 8.9000 0.0000 8.7000 100 100 0.7000 
54529 2025 10 9 21 1020.9000 1021.2000 1021.7000 1020.8000 2.6000 4.7000 25 40 2.4000 31 9.0000 9.1000 9.0000 100 99 5.2000 
54530 2025 10 5 0 1016.6000 1016.7000 1016.6000 1016.1000 1.2000 1.7000 284 307 0.5000 277 19.5000 19.8000 19.5000 94 93 1.1000 
54530 2025 10 5 3 1017.4000 1017.5000 1017.5000 1017.2000 3.0000 6.7000 93 82 3.3000 92 17.6000 19.3000 17.6000 91 90 5.7000 
54530 2025 10 5 6 1016.1000 1016.2000 1016.4000 1015.9000 2.4000 5.7000 34 45 1.9000 80 18.4000 18.4000 18.2000 74 71 0.3000 
54530 2025 10 5 9 1016.4000 1016.5000 1016.4000 1016.1000 2.7000 6.0000 135 90 2.1000 92 16.0000 16.5000 16.0000 87 81 1.3000 
54530 2025 10 5 12 1018.0000 1018.1000 1018.1000 1017.7000 4.0000 7.0000 68 67 3.3000 74 15.5000 15.6000 15.4000 82 82 2.7000 
54530 2025 10 5 15 1019.0000 1019.1000 1019.3000 1018.1000 2.3000 4.0000 357 20 1.0000 65 14.4000 15.1000 14.4000 88 76 2.4000 
54530 2025 10 5 18 1018.5000 1018.6000 1018.7000 1018.3000 3.3000 6.4000 23 49 3.3000 35 12.3000 12.8000 12.3000 79 78 4.1000 
54530 2025 10 5 21 1018.8000 1018.9000 1019.0000 1018.5000 2.2000 5.1000 42 30 2.0000 48 11.4000 11.4000 11.2000 86 84 5.8000 
54530 2025 10 6 0 1019.5000 1019.6000 1019.5000 1018.9000 2.1000 3.9000 42 18 2.2000 22 13.1000 13.1000 11.9000 67 67 0.2000 
54530 2025 10 6 3 1020.1000 1020.2000 1020.3000 1019.9000 2.6000 4.3000 20 350 2.5000 3 15.2000 15.2000 14.7000 59 58 0.0000 
54530 2025 10 6 6 1019.1000 1019.2000 1019.2000 1018.9000 2.2000 4.1000 346 286 1.0000 343 17.8000 17.8000 17.4000 49 46 0.0000 
54530 2025 10 6 9 1018.8000 1018.9000 1019.0000 1018.8000 2.0000 3.7000 340 328 1.7000 317 18.4000 19.2000 18.4000 51 48 0.0000 
54530 2025 10 6 12 1019.8000 1019.9000 1019.8000 1019.4000 1.1000 1.6000 278 282 0.6000 273 14.1000 15.2000 14.1000 83 73 0.0000 
54530 2025 10 6 15 1020.3000 1020.4000 1020.3000 1020.0000 0.8000 1.0000 253 284 0.5000 356 12.9000 13.2000 12.9000 91 89 0.0000 
54530 2025 10 6 18 1020.2000 1020.3000 1020.2000 1018.8000 1.9000 3.2000 323 300 1.1000 327 14.5000 14.5000 12.7000 78 78 0.0000 
54530 2025 10 6 21 1020.1000 1020.2000 1020.1000 1019.7000 1.4000 2.5000 287 280 1.2000 273 14.8000 14.9000 14.8000 82 77 0.0000 
54530 2025 10 7 0 1020.2000 1020.3000 1020.2000 1019.8000 1.4000 2.0000 287 269 1.5000 275 15.9000 15.9000 14.7000 78 78 0.0000 
54530 2025 10 7 3 1019.8000 1019.9000 1019.9000 1019.6000 2.1000 4.0000 256 298 1.9000 258 21.0000 21.2000 20.3000 50 48 0.0000 
54530 2025 10 7 6 1018.0000 1018.1000 1018.8000 1018.0000 2.4000 3.8000 256 254 1.2000 228 22.8000 22.8000 22.1000 50 48 0.0000 
54530 2025 10 7 9 1018.6000 1018.7000 1018.6000 1018.0000 1.5000 2.1000 259 329 0.8000 267 21.4000 22.3000 21.4000 58 52 0.0000 
54530 2025 10 7 12 1019.4000 1019.5000 1019.4000 1019.1000 1.0000 1.2000 267 277 0.9000 275 17.3000 18.4000 17.3000 83 77 0.0000 
54530 2025 10 7 15 1019.8000 1019.9000 1019.8000 1019.3000 1.2000 1.7000 248 312 0.7000 251 16.6000 16.6000 16.1000 88 83 0.0000 
54530 2025 10 7 18 1019.8000 1019.9000 1019.9000 1019.6000 1.2000 1.6000 264 93 0.8000 271 17.1000 17.2000 16.8000 88 86 0.0000 
54530 2025 10 7 21 1022.2000 1022.3000 1022.5000 1021.8000 3.7000 9.1000 68 82 3.7000 88 18.1000 19.1000 18.1000 51 49 0.0000 
54530 2025 10 8 0 1024.2000 1024.3000 1024.2000 1023.6000 5.6000 12.2000 65 76 4.6000 82 15.4000 15.4000 15.0000 44 43 0.9000 
54530 2025 10 8 3 1024.1000 1024.2000 1024.9000 1024.1000 4.9000 10.5000 65 84 3.7000 84 15.0000 15.0000 14.4000 41 40 0.0000 
54530 2025 10 8 6 1023.1000 1023.2000 1023.6000 1023.1000 4.0000 8.2000 20 45 2.7000 62 13.1000 14.7000 13.1000 54 40 0.0000 
54530 2025 10 8 9 1023.2000 1023.3000 1023.7000 1023.1000 3.7000 7.0000 37 55 2.4000 26 9.8000 10.3000 9.8000 82 82 1.3000 
54530 2025 10 8 12 1024.4000 1024.5000 1024.5000 1023.3000 4.1000 7.9000 31 44 2.9000 35 8.8000 9.2000 8.8000 89 84 3.3000 
54530 2025 10 8 15 1023.9000 1024.0000 1024.9000 1023.9000 3.5000 7.4000 31 50 2.0000 41 8.5000 8.5000 8.2000 91 91 11.3000 
54530 2025 10 8 18 1023.2000 1023.3000 1023.6000 1023.2000 3.8000 8.1000 53 40 3.2000 49 8.1000 8.2000 8.1000 93 92 8.1000 
54530 2025 10 8 21 1023.0000 1023.1000 1023.0000 1022.4000 3.2000 6.8000 25 32 2.9000 36 8.2000 8.2000 7.9000 94 94 9.4000 
54530 2025 10 9 0 1023.8000 1023.9000 1024.0000 1023.5000 4.5000 8.3000 53 56 3.9000 58 8.4000 8.5000 8.3000 94 94 10.0000 
54530 2025 10 9 3 1023.3000 1023.4000 1023.9000 1023.3000 4.3000 9.0000 48 70 3.1000 61 8.4000 8.5000 8.3000 93 93 5.2000 
54530 2025 10 9 6 1022.3000 1022.4000 1022.7000 1022.3000 3.7000 8.2000 28 44 3.3000 31 8.3000 8.5000 8.3000 94 93 8.6000 
54530 2025 10 9 9 1022.0000 1022.1000 1022.4000 1021.9000 4.1000 8.6000 59 61 4.4000 41 8.4000 8.4000 8.2000 91 91 4.9000 
54530 2025 10 9 12 1022.2000 1022.3000 1023.0000 1022.2000 2.9000 5.8000 42 57 2.7000 60 8.0000 8.2000 8.0000 93 93 5.7000 
54530 2025 10 9 15 1022.2000 1022.3000 1022.7000 1022.2000 2.1000 4.0000 3 19 1.7000 11 8.6000 8.6000 8.5000 92 87 2.8000 
54530 2025 10 9 18 1022.4000 1022.5000 1022.7000 1022.0000 2.6000 4.4000 315 15 2.0000 348 9.0000 9.0000 8.7000 93 92 1.7000 
54530 2025 10 9 21 1021.0000 1021.1000 1021.9000 1020.9000 1.6000 3.3000 37 44 1.5000 30 8.9000 8.9000 8.8000 89 89 6.6000 
54619 2025 10 5 0 1016.2000 1016.6000 1016.3000 1015.9000 1.7000 2.4000 20 59 1.1000 30 19.2000 19.5000 19.1000 91 88 0.0000 
54619 2025 10 5 3 1016.7000 1017.1000 1017.1000 1016.7000 1.6000 2.6000 34 24 1.7000 27 19.4000 19.7000 19.4000 93 89 0.3000 
54619 2025 10 5 6 1015.8000 1016.2000 1015.9000 1015.5000 2.8000 4.9000 87 69 2.4000 79 18.0000 19.4000 18.0000 93 93 1.6000 
